"county","precinct","office","district","party","candidate","votes","year","votes_cast","percent_of_vote","net_change"
"Salt Lake","MIL009","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,597,0,
"Salt Lake","MIL009","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",143,2018,597,0.239530988274707,
"Salt Lake","MIL009","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,597,0.0067001675041876,0.0067001675041876
"Salt Lake","MIL010","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",272,2018,412,0.660194174757282,0.0455846029688685
"Salt Lake","MIL010","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,412,0,
"Salt Lake","MIL010","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",137,2018,412,0.33252427184466,-0.00626666014526422
"Salt Lake","MIL010","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,412,0.00728155339805825,0.00728155339805825
"Salt Lake","MIL011","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",618,2018,836,0.739234449760766,0.0942944840660829
"Salt Lake","MIL011","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,836,0,
"Salt Lake","MIL011","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",217,2018,836,0.259569377990431,-0.071476934187957
"Salt Lake","MIL011","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,836,0.00119617224880383,0.00119617224880383
"Salt Lake","MIL012","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",472,2018,663,0.711915535444947,0.191590332192915
"Salt Lake","MIL012","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,663,0,
"Salt Lake","MIL012","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",186,2018,663,0.280542986425339,-0.134091159916124
"Salt Lake","MIL012","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,663,0.00754147812971342,0.00754147812971342
"Salt Lake","MIL013","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",425,2018,580,0.732758620689655,0.116439176245211
"Salt Lake","MIL013","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,580,0,
"Salt Lake","MIL013","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",153,2018,580,0.263793103448276,-0.0521791187739463
"Salt Lake","MIL013","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,580,0.00344827586206897,0.00344827586206897
"Salt Lake","MIL014","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",278,2018,446,0.623318385650224,-0.0275691883142728
"Salt Lake","MIL014","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,446,0,
"Salt Lake","MIL014","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",166,2018,446,0.37219730941704,0.111842279831242
"Salt Lake","MIL014","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,446,0.00448430493273543,0.00448430493273543
"Salt Lake","MIL015","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",579,2018,770,0.751948051948052,0.19004329004329
"Salt Lake","MIL015","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,770,0,
"Salt Lake","MIL015","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",182,2018,770,0.236363636363636,-0.13982683982684
"Salt Lake","MIL015","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",9,2018,770,0.0116883116883117,0.0116883116883117
"Salt Lake","MIL016","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",469,2018,842,0.557007125890736,-0.0868284905476199
"Salt Lake","MIL016","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,842,0,
"Salt Lake","MIL016","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",372,2018,842,0.441805225653207,0.140435362639508
"Salt Lake","MIL016","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,842,0.00118764845605701,0.00118764845605701
"Salt Lake","MIL017","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",246,2018,342,0.719298245614035,
"Salt Lake","MIL017","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,342,0,
"Salt Lake","MIL017","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",95,2018,342,0.277777777777778,
"Salt Lake","MIL017","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,342,0.00292397660818713,0.00292397660818713
"Salt Lake","MIL018","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",703,2018,1059,0.663833805476865,0.0242234158664754
"Salt Lake","MIL018","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1059,0,
"Salt Lake","MIL018","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",351,2018,1059,0.331444759206799,0.00514605790809758
"Salt Lake","MIL018","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,1059,0.00472143531633617,0.00472143531633617
"Salt Lake","MIL019","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",442,2018,687,0.643377001455604,0.0254768293385644
"Salt Lake","MIL019","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,687,0,
"Salt Lake","MIL019","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",242,2018,687,0.352256186317322,0.030397322289783
"Salt Lake","MIL019","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,687,0.00436681222707424,0.00436681222707424
"Salt Lake","MIL020","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",456,2018,576,0.791666666666667,0.203030303030303
"Salt Lake","MIL020","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,576,0,
"Salt Lake","MIL020","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",119,2018,576,0.206597222222222,-0.154766414141414
"Salt Lake","MIL020","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,576,0.00173611111111111,0.00173611111111111
"Salt Lake","MIL021","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",368,2018,551,0.667876588021779,
"Salt Lake","MIL021","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,551,0,
"Salt Lake","MIL021","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",182,2018,551,0.330308529945554,
"Salt Lake","MIL021","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,551,0.00181488203266788,0.00181488203266788
"Salt Lake","MIL022","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",466,2018,714,0.65266106442577,-0.0110332030901532
"Salt Lake","MIL022","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,714,0,
"Salt Lake","MIL022","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",246,2018,714,0.34453781512605,0.051544184552802
"Salt Lake","MIL022","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,714,0.00280112044817927,0.00280112044817927
"Salt Lake","MIL023","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",417,2018,652,0.639570552147239,
"Salt Lake","MIL023","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,652,0,
"Salt Lake","MIL023","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",233,2018,652,0.357361963190184,
"Salt Lake","MIL023","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,652,0.00306748466257669,0.00306748466257669
"Salt Lake","MIL024","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",469,2018,653,0.718223583460949,0.246745120131497
"Salt Lake","MIL024","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,653,0,
"Salt Lake","MIL024","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",182,2018,653,0.278713629402757,-0.221868442774193
"Salt Lake","MIL024","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,653,0.00306278713629403,0.00306278713629403
"Salt Lake","MIL025","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",479,2018,685,0.699270072992701,0.104595516779683
"Salt Lake","MIL025","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,685,0,
"Salt Lake","MIL025","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",202,2018,685,0.294890510948905,-0.0542219150865978
"Salt Lake","MIL025","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,685,0.00583941605839416,0.00583941605839416
"Salt Lake","MIL026","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",471,2018,619,0.760904684975767,0.154041939877728
"Salt Lake","MIL026","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,619,0,
"Salt Lake","MIL026","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",146,2018,619,0.235864297253635,-0.120998447844404
"Salt Lake","MIL026","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,619,0.00323101777059774,0.00323101777059774
"Salt Lake","MIL027","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",490,2018,870,0.563218390804598,
"Salt Lake","MIL027","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,870,0,
"Salt Lake","MIL027","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",377,2018,870,0.433333333333333,
"Salt Lake","MIL027","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,870,0.00344827586206897,0.00344827586206897
"Salt Lake","MIL028","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",334,2018,662,0.504531722054381,
"Salt Lake","MIL028","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,662,0,
"Salt Lake","MIL028","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",327,2018,662,0.493957703927492,
"Salt Lake","MIL028","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,662,0.00151057401812689,0.00151057401812689
"Salt Lake","MIL029","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",425,2018,575,0.739130434782609,0.2206645256917
"Salt Lake","MIL029","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",2,2018,575,0.00347826086956522,
"Salt Lake","MIL029","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",145,2018,575,0.252173913043478,-0.183905632411067
"Salt Lake","MIL029","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,575,0.00521739130434783,0.00173913043478261
"Salt Lake","MIL030","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",299,2018,512,0.583984375,
"Salt Lake","MIL030","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,512,0,
"Salt Lake","MIL030","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",213,2018,512,0.416015625,
"Salt Lake","MIL030","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,512,0,0
"Salt Lake","MIL031","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",406,2018,666,0.60960960960961,
"Salt Lake","MIL031","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,666,0,
"Salt Lake","MIL031","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",259,2018,666,0.388888888888889,
"Salt Lake","MIL031","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,666,0.0015015015015015,0.0015015015015015
"Salt Lake","MIL032","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",581,2018,841,0.690844233055886,
"Salt Lake","MIL032","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,841,0,
"Salt Lake","MIL032","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",260,2018,841,0.309155766944114,
"Salt Lake","MIL032","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,841,0,0
"Salt Lake","MIL033","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",447,2018,738,0.605691056910569,
"Salt Lake","MIL033","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,738,0,
"Salt Lake","MIL033","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",289,2018,738,0.39159891598916,
"Salt Lake","MIL033","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,738,0.002710027100271,0.002710027100271
"Salt Lake","MIL034","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",350,2018,684,0.511695906432749,
"Salt Lake","MIL034","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,684,0,
"Salt Lake","MIL034","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",332,2018,684,0.485380116959064,
"Salt Lake","MIL034","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,684,0.00292397660818713,0.00292397660818713
"Salt Lake","MIL035","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",565,2018,879,0.642775881683732,
"Salt Lake","MIL035","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,879,0,
"Salt Lake","MIL035","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",312,2018,879,0.354948805460751,
"Salt Lake","MIL035","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,879,0.00227531285551763,0.00227531285551763
"Salt Lake","MIL036","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",361,2018,692,0.521676300578035,
"Salt Lake","MIL036","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,692,0.00144508670520231,
"Salt Lake","MIL036","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",329,2018,692,0.475433526011561,
"Salt Lake","MIL036","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,692,0.00144508670520231,0
"Salt Lake","MIL037","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",332,2018,539,0.61595547309833,
"Salt Lake","MIL037","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,539,0,
"Salt Lake","MIL037","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",205,2018,539,0.380333951762523,
"Salt Lake","MIL037","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,539,0.00371057513914657,0.00371057513914657
"Salt Lake","MIL038","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",505,2018,626,0.806709265175719,
"Salt Lake","MIL038","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,626,0,
"Salt Lake","MIL038","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",121,2018,626,0.193290734824281,
"Salt Lake","MIL038","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,626,0,0
"Salt Lake","MIL039","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",473,2018,699,0.676680972818312,
"Salt Lake","MIL039","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,699,0,
"Salt Lake","MIL039","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",225,2018,699,0.321888412017167,
"Salt Lake","MIL039","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,699,0.00143061516452074,0.00143061516452074
"Salt Lake","MIL040","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",419,2018,605,0.692561983471074,
"Salt Lake","MIL040","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,605,0,
"Salt Lake","MIL040","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",186,2018,605,0.307438016528926,
"Salt Lake","MIL040","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,605,0,0
"Salt Lake","MIL041","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",283,2018,448,0.631696428571429,
"Salt Lake","MIL041","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,448,0,
"Salt Lake","MIL041","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",165,2018,448,0.368303571428571,
"Salt Lake","MIL041","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,448,0,0
"Salt Lake","MIL042","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",357,2018,531,0.672316384180791,
"Salt Lake","MIL042","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,531,0,
"Salt Lake","MIL042","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",174,2018,531,0.327683615819209,
"Salt Lake","MIL042","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,531,0,0
"Salt Lake","MIL043","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",548,2018,761,0.720105124835742,
"Salt Lake","MIL043","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,761,0,
"Salt Lake","MIL043","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",213,2018,761,0.279894875164258,
"Salt Lake","MIL043","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,761,0,0
"Salt Lake","MIL045","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",376,2018,552,0.681159420289855,
"Salt Lake","MIL045","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,552,0,
"Salt Lake","MIL045","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",176,2018,552,0.318840579710145,
"Salt Lake","MIL045","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,552,0,0
"Salt Lake","MUR001","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",7,2018,12,0.583333333333333,0.0208333333333334
"Salt Lake","MUR001","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,12,0,
"Salt Lake","MUR001","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",5,2018,12,0.416666666666667,-0.0208333333333333
"Salt Lake","MUR001","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,12,0,0
"Salt Lake","MUR002","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",523,2018,695,0.752517985611511,0.130099106555464
"Salt Lake","MUR002","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,695,0,
"Salt Lake","MUR002","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",171,2018,695,0.246043165467626,-0.0813904628509582
"Salt Lake","MUR002","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,695,0.00143884892086331,0.00143884892086331
"Salt Lake","MUR003","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",121,2018,202,0.599009900990099,0.0561527581329562
"Salt Lake","MUR003","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,202,0,
"Salt Lake","MUR003","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",80,2018,202,0.396039603960396,-0.0277699198491277
"Salt Lake","MUR003","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,202,0.00495049504950495,0.00495049504950495
"Salt Lake","MUR004","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",289,2018,482,0.599585062240664,0.0429049002973441
"Salt Lake","MUR004","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,482,0,
"Salt Lake","MUR004","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",189,2018,482,0.392116182572614,-0.0248878660103818
"Salt Lake","MUR004","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,482,0.00829875518672199,0.00829875518672199
"Salt Lake","MUR005","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",370,2018,536,0.690298507462687,0.118603907835126
"Salt Lake","MUR005","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,536,0,
"Salt Lake","MUR005","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",160,2018,536,0.298507462686567,-0.0664832263264682
"Salt Lake","MUR005","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",6,2018,536,0.0111940298507463,0.0111940298507463
"Salt Lake","MUR006","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",1,2018,1,1,0
"Salt Lake","MUR006","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1,0,
"Salt Lake","MUR006","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",0,2018,1,0,0
"Salt Lake","MUR006","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,1,0,0
"Salt Lake","MUR007","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",271,2018,481,0.563409563409563,0.0797243426801968
"Salt Lake","MUR007","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,481,0,
"Salt Lake","MUR007","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",208,2018,481,0.432432432432432,-0.0570109456865694
"Salt Lake","MUR007","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,481,0.00415800415800416,0.00415800415800416
"Salt Lake","MUR008","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",527,2018,836,0.630382775119617,0.134948985165279
"Salt Lake","MUR008","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,836,0,
"Salt Lake","MUR008","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",305,2018,836,0.364832535885167,-0.086080706123965
"Salt Lake","MUR008","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,836,0.00478468899521531,0.00478468899521531
"Salt Lake","MUR009","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",204,2018,295,0.691525423728814,0.144228126431516
"Salt Lake","MUR009","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,295,0,
"Salt Lake","MUR009","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",89,2018,295,0.301694915254237,-0.10033211177279
"Salt Lake","MUR009","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,295,0.00677966101694915,0.00677966101694915
"Salt Lake","MUR010","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",29,2018,39,0.743589743589744,0.138326585695007
"Salt Lake","MUR010","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,39,0,
"Salt Lake","MUR010","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",8,2018,39,0.205128205128205,-0.110661268556005
"Salt Lake","MUR010","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,39,0.0512820512820513,0.0512820512820513
"Salt Lake","MUR011","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",380,2018,575,0.660869565217391,0.0641245380926173
"Salt Lake","MUR011","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,575,0,
"Salt Lake","MUR011","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",193,2018,575,0.335652173913043,-0.0205865240978064
"Salt Lake","MUR011","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,575,0.00347826086956522,0.00347826086956522
"Salt Lake","MUR012","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",432,2018,653,0.66156202143951,0.111174424540285
"Salt Lake","MUR012","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,653,0.00153139356814701,
"Salt Lake","MUR012","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",218,2018,653,0.333843797856049,-0.0739081401284471
"Salt Lake","MUR012","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,653,0.00306278713629403,0.00153139356814701
"Salt Lake","MUR013","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",78,2018,119,0.65546218487395,0.178539107950873
"Salt Lake","MUR013","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,119,0,
"Salt Lake","MUR013","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",40,2018,119,0.336134453781513,-0.148480930833872
"Salt Lake","MUR013","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,119,0.00840336134453781,0.00840336134453781
"Salt Lake","MUR014","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",296,2018,473,0.625792811839323,0.0490293263621451
"Salt Lake","MUR014","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,473,0,
"Salt Lake","MUR014","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",176,2018,473,0.372093023255814,-0.0345459808935636
"Salt Lake","MUR014","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,473,0.00211416490486258,0.00211416490486258
"Salt Lake","MUR015","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",206,2018,343,0.600583090379009,0.0789781521074038
"Salt Lake","MUR015","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,343,0,
"Salt Lake","MUR015","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",137,2018,343,0.399416909620991,-0.051200374329626
