"county","precinct","office","district","party","candidate","votes","year","votes_cast","percent_of_vote","net_change"
"Utah","AF13","US House",4,"DEM","Ben McAdams",142,2018,447,0.317673378076063,-0.453878346061868
"Utah","AF13","US House",4,"WRI","Jonathan Peterson",0,2018,447,0,
"Utah","AF13","US House",4,"REP","Mia Love",305,2018,447,0.682326621923937,0.675861104682558
"Utah","AF13:UN","US House",4,"DEM","Ben McAdams",6,2018,26,0.230769230769231,
"Utah","AF13:UN","US House",4,"WRI","Jonathan Peterson",0,2018,26,0,
"Utah","AF13:UN","US House",4,"REP","Mia Love",20,2018,26,0.769230769230769,
"Utah","AF14","US House",4,"DEM","Ben McAdams",6,2018,24,0.25,-0.45
"Utah","AF14","US House",4,"WRI","Jonathan Peterson",0,2018,24,0,
"Utah","AF14","US House",4,"REP","Mia Love",18,2018,24,0.75,
"Utah","AF14:UN","US House",4,"DEM","Ben McAdams",4,2018,10,0.4,
"Utah","AF14:UN","US House",4,"WRI","Jonathan Peterson",0,2018,10,0,
"Utah","AF14:UN","US House",4,"REP","Mia Love",6,2018,10,0.6,
"Salt Lake","BLF001","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",239,2018,941,0.253985122210414,0.0387291138509578
"Salt Lake","BLF001","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,941,0,
"Salt Lake","BLF001","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",697,2018,941,0.740701381509033,0.0311924995863579
"Salt Lake","BLF001","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,941,0.0053134962805526,0.0053134962805526
"Salt Lake","BLF003","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",369,2018,976,0.378073770491803,0.080044213841557
"Salt Lake","BLF003","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,976,0,
"Salt Lake","BLF003","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",596,2018,976,0.610655737704918,-0.0519058386497618
"Salt Lake","BLF003","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",11,2018,976,0.0112704918032787,0.0112704918032787
"Salt Lake","BLF004","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",225,2018,870,0.258620689655172,0.0493780709131955
"Salt Lake","BLF004","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,870,0,
"Salt Lake","BLF004","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",645,2018,870,0.741379310344828,-0.00316497720331099
"Salt Lake","BLF004","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,870,0,0
"Salt Lake","BLF005","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",5,2018,23,0.217391304347826,0.0745341614906832
"Salt Lake","BLF005","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,23,0,
"Salt Lake","BLF005","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",17,2018,23,0.739130434782609,-0.0465838509316771
"Salt Lake","BLF005","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,23,0.0434782608695652,0.0434782608695652
"Salt Lake","BLF006","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",551,2018,1194,0.461474036850921,0.206928582305467
"Salt Lake","BLF006","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1194,0,
"Salt Lake","BLF006","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",637,2018,1194,0.533500837520938,-0.181650677630577
"Salt Lake","BLF006","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",6,2018,1194,0.0050251256281407,0.0050251256281407
"Salt Lake","BLF007","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",233,2018,845,0.275739644970414,0.0154267004469434
"Salt Lake","BLF007","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,845,0,
"Salt Lake","BLF007","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",606,2018,845,0.717159763313609,0.0357941872111912
"Salt Lake","BLF007","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",6,2018,845,0.00710059171597633,0.00710059171597633
"Salt Lake","CBL001","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",137,2018,223,0.614349775784753,0.0989312735821102
"Salt Lake","CBL001","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,223,0,
"Salt Lake","CBL001","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",86,2018,223,0.385650224215247,-0.0416625511151498
"Salt Lake","CBL001","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,223,0,0
"Salt Lake","CBL002","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",96,2018,172,0.558139534883721,0.093658660566781
"Salt Lake","CBL002","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,172,0,
"Salt Lake","CBL002","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",75,2018,172,0.436046511627907,-0.0666857288092515
"Salt Lake","CBL002","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,172,0.00581395348837209,0.00581395348837209
"Utah","CF01","US House",4,"DEM","Ben McAdams",36,2018,152,0.236842105263158,-0.000152114390021302
"Utah","CF01","US House",4,"WRI","Jonathan Peterson",0,2018,152,0,
"Utah","CF01","US House",4,"REP","Mia Love",116,2018,152,0.763157894736842,0.0579555825981138
"Salt Lake","COP001","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",197,2018,334,0.589820359281437,0.0684528379139158
"Salt Lake","COP001","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,334,0,
"Salt Lake","COP001","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",132,2018,334,0.395209580838323,-0.00365081802207551
"Salt Lake","COP001","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,334,0.0149700598802395,0.0149700598802395
"Salt Lake","DRP002","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",508,2018,1012,0.50197628458498,0.111995930950403
"Salt Lake","DRP002","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1012,0,
"Salt Lake","DRP002","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",499,2018,1012,0.493083003952569,-0.0746969567547
"Salt Lake","DRP002","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,1012,0.00494071146245059,0.00494071146245059
"Salt Lake","DRP007","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",290,2018,607,0.477759472817133,0.160595293712656
"Salt Lake","DRP007","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,607,0,
"Salt Lake","DRP007","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",315,2018,607,0.518945634266886,-0.0873976493152032
"Salt Lake","DRP007","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,607,0.00329489291598023,0.00329489291598023
"Utah","EM01","US House",4,"DEM","Ben McAdams",202,2018,885,0.228248587570621,0.0557679674155827
"Utah","EM01","US House",4,"WRI","Jonathan Peterson",0,2018,885,0,
"Utah","EM01","US House",4,"REP","Mia Love",683,2018,885,0.771751412429379,0.0198134279332545
"Utah","EM02","US House",4,"DEM","Ben McAdams",286,2018,1034,0.276595744680851,0.0767602183650616
"Utah","EM02","US House",4,"WRI","Jonathan Peterson",2,2018,1034,0.00193423597678917,
"Utah","EM02","US House",4,"REP","Mia Love",746,2018,1034,0.72147001934236,0.0125884403949913
"Utah","EM03","US House",4,"DEM","Ben McAdams",301,2018,1064,0.282894736842105,0.0784396851316836
"Utah","EM03","US House",4,"WRI","Jonathan Peterson",0,2018,1064,0,
"Utah","EM03","US House",4,"REP","Mia Love",763,2018,1064,0.717105263157895,-0.0291158983377298
"Utah","EM04","US House",4,"DEM","Ben McAdams",292,2018,1008,0.28968253968254,0.0792975799690213
"Utah","EM04","US House",4,"WRI","Jonathan Peterson",0,2018,1008,0,
"Utah","EM04","US House",4,"REP","Mia Love",716,2018,1008,0.71031746031746,0.00485640391638609
"Utah","EM05","US House",4,"DEM","Ben McAdams",284,2018,980,0.289795918367347,0.0915615684476037
"Utah","EM05","US House",4,"WRI","Jonathan Peterson",0,2018,980,0,
"Utah","EM05","US House",4,"REP","Mia Love",696,2018,980,0.710204081632653,-0.0225407016739281
"Utah","EM06","US House",4,"DEM","Ben McAdams",306,2018,1079,0.283595922150139,0.0812149697691866
"Utah","EM06","US House",4,"WRI","Jonathan Peterson",0,2018,1079,0,
"Utah","EM06","US House",4,"REP","Mia Love",773,2018,1079,0.716404077849861,-0.0296276681818851
"Utah","EM07","US House",4,"DEM","Ben McAdams",136,2018,756,0.17989417989418,0.0429260947877969
"Utah","EM07","US House",4,"WRI","Jonathan Peterson",0,2018,756,0,
"Utah","EM07","US House",4,"REP","Mia Love",620,2018,756,0.82010582010582,0.0302122030845435
"Utah","EM08","US House",4,"DEM","Ben McAdams",310,2018,1014,0.305719921104536,0.107549189397219
"Utah","EM08","US House",4,"WRI","Jonathan Peterson",0,2018,1014,0,
"Utah","EM08","US House",4,"REP","Mia Love",704,2018,1014,0.694280078895464,-0.0587687015923414
"Utah","EM09","US House",4,"DEM","Ben McAdams",12,2018,114,0.105263157894737,-0.0205646566747996
"Utah","EM09","US House",4,"WRI","Jonathan Peterson",0,2018,114,0,
"Utah","EM09","US House",4,"REP","Mia Love",102,2018,114,0.894736842105263,0.139769954688045
"Utah","FF01","US House",4,"DEM","Ben McAdams",24,2018,57,0.421052631578947,0.0777690494893951
"Utah","FF01","US House",4,"WRI","Jonathan Peterson",0,2018,57,0,
"Utah","FF01","US House",4,"REP","Mia Love",33,2018,57,0.578947368421053,-0.0180675569520816
"Salt Lake","FUR001","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",0,2018,0,,
"Salt Lake","FUR001","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,0,,
"Salt Lake","FUR001","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",0,2018,0,,
"Salt Lake","FUR001","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,0,,
"Utah","GE01","US House",4,"DEM","Ben McAdams",77,2018,502,0.153386454183267,-0.00220795141113866
"Utah","GE01","US House",4,"WRI","Jonathan Peterson",1,2018,502,0.00199203187250996,
"Utah","GE01","US House",4,"REP","Mia Love",424,2018,502,0.844621513944223,0.0631529824756917
"Utah","GO01","US House",4,"DEM","Ben McAdams",34,2018,123,0.276422764227642,0.0264227642276423
"Utah","GO01","US House",4,"WRI","Jonathan Peterson",0,2018,123,0,
"Utah","GO01","US House",4,"REP","Mia Love",89,2018,123,0.723577235772358,0.0307200929152149
"Utah","GO02","US House",4,"DEM","Ben McAdams",38,2018,129,0.294573643410853,0.0429607401850463
"Utah","GO02","US House",4,"WRI","Jonathan Peterson",0,2018,129,0,
"Utah","GO02","US House",4,"REP","Mia Love",91,2018,129,0.705426356589147,0.0538134533633409
"Salt Lake","HER001","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",543,2018,1221,0.444717444717445,0.0787599979089341
"Salt Lake","HER001","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1221,0,
"Salt Lake","HER001","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",670,2018,1221,0.548730548730549,-0.0356666143900186
"Salt Lake","HER001","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",8,2018,1221,0.00655200655200655,0.00655200655200655
"Salt Lake","HER002","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",376,2018,925,0.406486486486486,0.0671651292010574
"Salt Lake","HER002","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,925,0.00108108108108108,
"Salt Lake","HER002","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",545,2018,925,0.589189189189189,-0.0195932459405513
"Salt Lake","HER002","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,925,0.00324324324324324,0.00216216216216216
"Salt Lake","HER003","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",46,2018,58,0.793103448275862,0.311621966794381
"Salt Lake","HER003","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,58,0,
"Salt Lake","HER003","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",12,2018,58,0.206896551724138,-0.262239250744998
"Salt Lake","HER003","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,58,0,0
"Salt Lake","HER004","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",233,2018,634,0.367507886435331,0.0502001941276389
"Salt Lake","HER004","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,634,0,
"Salt Lake","HER004","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",392,2018,634,0.618296529968454,-0.0067034700315457
"Salt Lake","HER004","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",9,2018,634,0.0141955835962145,0.0141955835962145
"Salt Lake","HER005","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",341,2018,1062,0.321092278719397,0.0700146925125008
"Salt Lake","HER005","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1062,0,
"Salt Lake","HER005","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",720,2018,1062,0.677966101694915,0.000164377556984174
"Salt Lake","HER005","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,1062,0.000941619585687382,0.000941619585687382
"Salt Lake","HER006","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",126,2018,494,0.255060728744939,0.0146937562678751
"Salt Lake","HER006","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,494,0,
"Salt Lake","HER006","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",366,2018,494,0.740890688259109,0.0271292203692011
"Salt Lake","HER006","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,494,0.00404858299595142,0.00404858299595142
"Salt Lake","HER007","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",113,2018,350,0.322857142857143,0.0332531824611033
"Salt Lake","HER007","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,350,0,
"Salt Lake","HER007","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",237,2018,350,0.677142857142857,0.0311032531824611
"Salt Lake","HER007","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,350,0,0
"Salt Lake","HER008","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",186,2018,554,0.335740072202166,0.0848809656729564
"Salt Lake","HER008","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,554,0,
"Salt Lake","HER008","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",366,2018,554,0.660649819494585,-0.0386628952820475
"Salt Lake","HER008","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,554,0.0036101083032491,0.0036101083032491
"Salt Lake","HER009","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",154,2018,468,0.329059829059829,0.0795548785647796
"Salt Lake","HER009","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,468,0,
"Salt Lake","HER009","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",311,2018,468,0.664529914529915,-0.0126978082423628
"Salt Lake","HER009","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,468,0.00641025641025641,0.00641025641025641
"Salt Lake","HER010","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",227,2018,608,0.373355263157895,0.0810728329444301
"Salt Lake","HER010","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,608,0,
"Salt Lake","HER010","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",379,2018,608,0.623355263157895,-0.0334591867600035
"Salt Lake","HER010","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,608,0.00328947368421053,0.00328947368421053
"Salt Lake","HER011","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",106,2018,253,0.41897233201581,0.113751448481674
"Salt Lake","HER011","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,253,0,
"Salt Lake","HER011","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",147,2018,253,0.58102766798419,-0.0655586773973365
"Salt Lake","HER011","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,253,0,0
"Salt Lake","HER012","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",362,2018,959,0.37747653806048,0.0722913528752945
"Salt Lake","HER012","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,959,0,
"Salt Lake","HER012","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",593,2018,959,0.618352450469239,-0.00386977175298342
"Salt Lake","HER012","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,959,0.00417101147028154,0.00417101147028154
"Salt Lake","HER013","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",253,2018,990,0.255555555555556,0.0325281803542673
"Salt Lake","HER013","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,990,0,
"Salt Lake","HER013","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",731,2018,990,0.738383838383838,0.0161616161616162
"Salt Lake","HER013","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",6,2018,990,0.00606060606060606,0.00606060606060606
"Salt Lake","HER014","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",298,2018,998,0.298597194388778,0.0630831756971888
"Salt Lake","HER014","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,998,0,
"Salt Lake","HER014","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",697,2018,998,0.698396793587174,-0.0287060101511434
"Salt Lake","HER014","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,998,0.0030060120240481,0.0030060120240481
"Salt Lake","HER015","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",438,2018,1072,0.408582089552239,0.131659012629162
"Salt Lake","HER015","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1072,0,
"Salt Lake","HER015","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",631,2018,1072,0.588619402985075,-0.09599598163031
"Salt Lake","HER015","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,1072,0.00279850746268657,0.00279850746268657
"Salt Lake","HER016","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",13,2018,51,0.254901960784314,-0.0143288084464555
"Salt Lake","HER016","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,51,0,
"Salt Lake","HER016","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",38,2018,51,0.745098039215686,0.0335595776772247
"Salt Lake","HER016","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,51,0,0
"Salt Lake","HER017","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",248,2018,741,0.33468286099865,0.102600949735852
"Salt Lake","HER017","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,741,0,
"Salt Lake","HER017","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",491,2018,741,0.662618083670715,-0.0353341347593188
"Salt Lake","HER017","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,741,0.00269905533063428,0.00269905533063428
"Salt Lake","HER018","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",25,2018,126,0.198412698412698,0.0064935064935065
"Salt Lake","HER018","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,126,0,
"Salt Lake","HER018","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",99,2018,126,0.785714285714286,0.0180375180375181
"Salt Lake","HER018","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,126,0.0158730158730159,0.0158730158730159
"Salt Lake","HER019","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",527,2018,1111,0.474347434743474,0.143665616561656
"Salt Lake","HER019","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1111,0,
"Salt Lake","HER019","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",577,2018,1111,0.519351935193519,-0.0942844284428443
"Salt Lake","HER019","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",7,2018,1111,0.0063006300630063,0.0063006300630063
"Salt Lake","HER020","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",72,2018,233,0.309012875536481,0.0867906533142585
"Salt Lake","HER020","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,233,0,
"Salt Lake","HER020","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",160,2018,233,0.686695278969957,-0.0440739517992736
"Salt Lake","HER020","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,233,0.00429184549356223,0.00429184549356223
"Salt Lake","HER022","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",45,2018,143,0.314685314685315,0.0932088046182006
"Salt Lake","HER022","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,143,0,
"Salt Lake","HER022","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",94,2018,143,0.657342657342657,-0.0809123762143897
"Salt Lake","HER022","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,143,0.027972027972028,0.027972027972028
"Salt Lake","HER024","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",87,2018,204,0.426470588235294,0.0468409586056645
"Salt Lake","HER024","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,204,0,
"Salt Lake","HER024","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",117,2018,204,0.573529411764706,0.0133442265795206
"Salt Lake","HER024","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,204,0,0
"Salt Lake","HER025","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",10,2018,25,0.4,0.0666666666666667
"Salt Lake","HER025","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,25,0,
"Salt Lake","HER025","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",13,2018,25,0.52,-0.0633333333333334
"Salt Lake","HER025","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,25,0.08,0.08
"Salt Lake","HOL032","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",405,2018,606,0.668316831683168,0.0714581929397129
"Salt Lake","HOL032","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,606,0,
"Salt Lake","HOL032","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",200,2018,606,0.33003300330033,-0.0539111502773314
"Salt Lake","HOL032","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,606,0.00165016501650165,0.00165016501650165
"Salt Lake","HOL033","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",312,2018,508,0.614173228346457,0.0675065616797901
"Salt Lake","HOL033","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,508,0,
"Salt Lake","HOL033","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",195,2018,508,0.383858267716535,-0.0409036370453694
"Salt Lake","HOL033","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,508,0.00196850393700787,0.00196850393700787
"Salt Lake","HOL034","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",366,2018,554,0.660649819494585,0.0652844005997542
"Salt Lake","HOL034","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,554,0,
"Salt Lake","HOL034","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",186,2018,554,0.335740072202166,-0.0439390721828607
"Salt Lake","HOL034","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,554,0.0036101083032491,0.0036101083032491
"Salt Lake","HOL035","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",370,2018,536,0.690298507462687,0.0349312758242686
"Salt Lake","HOL035","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,536,0,
"Salt Lake","HOL035","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",163,2018,536,0.30410447761194,-0.0122797031790202
"Salt Lake","HOL035","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,536,0.00559701492537313,0.00559701492537313
"Salt Lake","KRN001","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",326,2018,536,0.608208955223881,0.157937707484278
"Salt Lake","KRN001","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,536,0,
"Salt Lake","KRN001","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",205,2018,536,0.382462686567164,-0.091316698604626
"Salt Lake","KRN001","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,536,0.00932835820895522,0.00932835820895522
"Salt Lake","KRN002","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",72,2018,125,0.576,0.119624161073825
"Salt Lake","KRN002","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,125,0,
"Salt Lake","KRN002","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",53,2018,125,0.424,-0.0592214765100672
