"county","precinct","year","max_votes","State House CON","State House DEM","State House LIB","State House REP","State Senate DEM","State Senate LIB","State Senate REP","US House CON","US House DEM","US House REP"
"Salt Lake","MUR032",2016,417,,0.623471882640587,,0.376528117359413,0.5225,,0.4775,0.0503597122302158,0.594724220623501,0.354916067146283
"Salt Lake","MUR032",2018,410,,0.670025188916877,,0.329974811083123,0.603535353535353,,0.368686868686869,,0.673170731707317,0.319512195121951
"Salt Lake","MUR033",2016,374,,0.598885793871866,,0.401114206128134,0.452247191011236,,0.547752808988764,0.0508021390374332,0.566844919786096,0.382352941176471
"Salt Lake","MUR033",2018,351,,0.646376811594203,,0.353623188405797,0.584070796460177,,0.398230088495575,,0.658119658119658,0.33048433048433
"Salt Lake","MUR034",2016,476,,0.714285714285714,0.285714285714286,,0.391774891774892,,0.608225108225108,0.0357142857142857,0.53781512605042,0.426470588235294
"Salt Lake","MUR034",2018,462,,0.56953642384106,0.0441501103752759,0.386313465783664,0.506607929515419,,0.47136563876652,,0.595238095238095,0.4004329004329
"Salt Lake","MUR035",2016,481,,0.504255319148936,,0.495744680851064,0.436008676789588,,0.563991323210412,0.0374220374220374,0.486486486486487,0.476091476091476
"Salt Lake","MUR035",2018,468,,0.525842696629213,,0.474157303370787,0.501103752759382,,0.472406181015453,,0.585470085470085,0.405982905982906
"Salt Lake","MUR036",2016,747,,0.719869706840391,0.280130293159609,,0.291725105189341,,0.708274894810659,0.0267737617135207,0.421686746987952,0.551539491298527
"Salt Lake","MUR036",2018,731,,0.476923076923077,0.0503496503496504,0.472727272727273,0.388268156424581,,0.58659217877095,,0.506155950752394,0.485636114911081
"Salt Lake","MUR037",2016,568,,0.418018018018018,,0.581981981981982,0.387755102040816,,0.612244897959184,0.051056338028169,0.448943661971831,0.5
"Salt Lake","MUR037",2018,558,,0.498207885304659,,0.50179211469534,0.460144927536232,,0.507246376811594,,0.548387096774194,0.448028673835125
"Salt Lake","MUR038",2016,377,,0.435616438356164,,0.564383561643836,,,,0.0503978779840849,0.458885941644562,0.490716180371353
"Salt Lake","MUR038",2018,350,,0.436781609195402,,0.563218390804598,0.516320474777448,,0.483679525222552,,0.511428571428571,0.482857142857143
"Salt Lake","MUR039",2016,646,,0.73134328358209,0.26865671641791,,0.398360655737705,,0.601639344262295,0.043343653250774,0.524767801857585,0.431888544891641
"Salt Lake","MUR039",2018,660,,0.606687898089172,0.0732484076433121,0.320063694267516,0.562401263823065,,0.410742496050553,,0.640909090909091,0.351515151515152
"Salt Lake","MUR040",2016,153,,0.568345323741007,0.122302158273381,0.309352517985612,,,,0.0457516339869281,0.61437908496732,0.339869281045752
"Salt Lake","MUR040",2018,155,,0.605263157894737,0.0921052631578947,0.302631578947368,0.653333333333333,,0.346666666666667,,0.729032258064516,0.264516129032258
"Salt Lake","MUR041",2016,415,,0.746478873239437,0.253521126760563,,0.364303178484108,,0.635696821515892,0.0313253012048193,0.510843373493976,0.457831325301205
"Salt Lake","MUR041",2018,422,,0.58472553699284,0.0405727923627685,0.374701670644391,0.505966587112172,,0.458233890214797,,0.618483412322275,0.381516587677725
"Salt Lake","MUR042",2016,675,,0.750889679715303,0.249110320284698,,0.320493066255778,,0.679506933744222,0.0266666666666667,0.46962962962963,0.503703703703704
"Salt Lake","MUR042",2018,669,,0.570107858243451,0.0431432973805855,0.386748844375963,0.448540706605223,,0.526881720430108,,0.560538116591928,0.436472346786248
"Salt Lake","MUR043",2016,778,,0.729984301412873,0.270015698587127,,0.341721854304636,,0.658278145695364,0.025706940874036,0.493573264781491,0.480719794344473
"Salt Lake","MUR043",2018,784,,0.512353706111834,0.0481144343302991,0.439531859557867,0.445019404915912,,0.520051746442432,,0.536989795918367,0.456632653061224
"Salt Lake","MUR044",2016,81,,0.329113924050633,,0.670886075949367,0.220779220779221,,0.779220779220779,0.0617283950617284,0.358024691358025,0.580246913580247
"Salt Lake","MUR044",2018,86,,0.364705882352941,,0.635294117647059,0.352941176470588,,0.635294117647059,,0.418604651162791,0.558139534883721
"Salt Lake","MUR045",2016,13,,0.363636363636364,,0.636363636363636,0.454545454545455,,0.545454545454545,0.153846153846154,0.384615384615385,0.461538461538462
"Salt Lake","MUR045",2018,12,,0.416666666666667,,0.583333333333333,0.333333333333333,,0.666666666666667,,0.416666666666667,0.583333333333333
"Salt Lake","MUR046",2016,495,,0.547568710359408,,0.452431289640592,0.425531914893617,,0.574468085106383,0.0282828282828283,0.529292929292929,0.442424242424242
"Salt Lake","MUR046",2018,487,,0.613924050632911,,0.386075949367089,0.545454545454545,,0.424947145877378,,0.583162217659138,0.410677618069815
"Salt Lake","MUR047",2016,337,,0.515723270440252,,0.484276729559748,0.40251572327044,,0.59748427672956,0.0237388724035608,0.477744807121662,0.498516320474777
"Salt Lake","MUR047",2018,297,,0.536332179930796,,0.463667820069204,0.44636678200692,,0.532871972318339,,0.555555555555556,0.441077441077441
"Salt Lake","MUR048",2016,47,,0.5,,0.5,0.41304347826087,,0.58695652173913,0.0425531914893617,0.48936170212766,0.468085106382979
"Salt Lake","MUR048",2018,76,,0.675675675675676,,0.324324324324324,0.605263157894737,,0.328947368421053,,0.706666666666667,0.293333333333333
"Salt Lake","MUR049",2016,546,,0.394736842105263,,0.605263157894737,0.406614785992218,,0.593385214007782,0.0293040293040293,0.487179487179487,0.483516483516484
"Salt Lake","MUR049",2018,529,,0.460076045627376,,0.539923954372624,0.484375,,0.48046875,,0.587901701323251,0.406427221172023
